method,n,T,seed,value,true,bias,mae,mae_rel,mse,missing,mnar_c0,reward_type
ipw,512,8,335,4.0828728675842285,5.2247113895527555,-1.141838521968527,1.141838521968527,0.2185457601068124,1.3037952102512702,0.563232421875,-1.5,sigmoid
impute,512,8,335,2.581714630126953,5.2247113895527555,-2.6429967594258024,2.6429967594258024,0.505864642535221,6.985431870335293,0.563232421875,-1.5,sigmoid
scope,512,8,335,3.58940212602585,5.2247113895527555,-1.6353092635269055,1.6353092635269055,0.31299513821889613,2.67423638737691,0.563232421875,-1.5,sigmoid
naive,512,8,336,4.29852819442749,5.214940126660329,-0.9164119322328386,0.9164119322328386,0.17572817903466764,0.8398108295387247,0.531982421875,-1.5,sigmoid
prox,512,8,336,5.269121170043945,5.214940126660329,0.05418104338361651,0.05418104338361651,0.010389581101157204,0.0029355854621373346,0.531982421875,-1.5,sigmoid
ipw,512,8,336,4.147334098815918,5.214940126660329,-1.0676060278444108,1.0676060278444108,0.20472066829425145,1.139782630689721,0.531982421875,-1.5,sigmoid
impute,512,8,336,2.04975962638855,5.214940126660329,-3.165180500271779,3.165180500271779,0.6069447440231255,10.01836759930071,0.531982421875,-1.5,sigmoid
scope,512,8,336,5.267779227970641,5.214940126660329,0.052839101310311776,0.052839101310311776,0.01013225464280645,0.0027919706272813917,0.531982421875,-1.5,sigmoid
naive,512,8,337,4.157136917114258,5.230383980016296,-1.0732470629020385,1.0732470629020385,0.20519469832474796,1.1518592580278522,0.542724609375,-1.5,sigmoid
prox,512,8,337,5.108823776245117,5.230383980016296,-0.12156020377117915,0.12156020377117915,0.023241162453009886,0.014776883140890599,0.542724609375,-1.5,sigmoid
ipw,512,8,337,4.184926986694336,5.230383980016296,-1.0454569933219604,1.0454569933219604,0.19988149958326829,1.0929803248857937,0.542724609375,-1.5,sigmoid
impute,512,8,337,2.4350738525390625,5.230383980016296,-2.795310127477234,2.795310127477234,0.5344368861172071,7.813758708776789,0.542724609375,-1.5,sigmoid
scope,512,8,337,4.169141853970082,5.230383980016296,-1.0612421260462144,1.0612421260462144,0.20289946782127224,1.1262348500950892,0.542724609375,-1.5,sigmoid
naive,512,8,338,3.827305555343628,5.218591015847222,-1.3912854605035943,1.3912854605035943,0.266601742937643,1.9356752326086983,0.558349609375,-1.5,sigmoid
prox,512,8,338,5.056399345397949,5.218591015847222,-0.16219167044927296,0.16219167044927296,0.031079590248928837,0.026306137963125566,0.558349609375,-1.5,sigmoid
ipw,512,8,338,3.865034580230713,5.218591015847222,-1.3535564356165093,1.3535564356165093,0.2593720089399961,1.8321150243988695,0.558349609375,-1.5,sigmoid
impute,512,8,338,1.7431540489196777,5.218591015847222,-3.4754369669275444,3.4754369669275444,0.6659722818618539,12.07866211108653,0.558349609375,-1.5,sigmoid
scope,512,8,338,5.003398822272593,5.218591015847222,-0.21519219357462926,0.21519219357462926,0.04123568850694721,0.04630768017546071,0.558349609375,-1.5,sigmoid
naive,512,8,339,4.253851413726807,5.235223140638087,-0.9813717269112807,0.9813717269112807,0.18745556789995158,0.9630904663808293,0.534912109375,-1.5,sigmoid
prox,512,8,339,5.291736602783203,5.235223140638087,0.05651346214511577,0.05651346214511577,0.010794852602639533,0.003193771403627433,0.534912109375,-1.5,sigmoid
ipw,512,8,339,3.986515998840332,5.235223140638087,-1.2487071417977553,1.2487071417977553,0.23852032821767336,1.5592695259767195,0.534912109375,-1.5,sigmoid
impute,512,8,339,1.958111047744751,5.235223140638087,-3.2771120928933364,3.2771120928933364,0.6259737178067849,10.739463669387744,0.534912109375,-1.5,sigmoid
scope,512,8,339,3.994593980780038,5.235223140638087,-1.2406291598580492,1.2406291598580492,0.2369773219841852,1.539160712290089,0.534912109375,-1.5,sigmoid
naive,512,8,340,3.8831920623779297,5.238374381677065,-1.3551823192991357,1.3551823192991357,0.2587028380482561,1.8365191185409846,0.541259765625,-1.5,sigmoid
prox,512,8,340,5.068084239959717,5.238374381677065,-0.17029014171734858,0.17029014171734858,0.03250820374981106,0.028998732366114662,0.541259765625,-1.5,sigmoid
ipw,512,8,340,3.9342193603515625,5.238374381677065,-1.3041550213255029,1.3041550213255029,0.2489617820916377,1.7008203196485228,0.541259765625,-1.5,sigmoid
impute,512,8,340,2.520538568496704,5.238374381677065,-2.7178358131803613,2.7178358131803613,0.5188319152382244,7.386631507405756,0.541259765625,-1.5,sigmoid
scope,512,8,340,5.239937537587758,5.238374381677065,0.0015631559106923376,0.0015631559106923376,0.000298404771556609,2.4434564011323914e-06,0.541259765625,-1.5,sigmoid
naive,512,8,341,4.2219743728637695,5.239742251777643,-1.0177678789138733,1.0177678789138733,0.1942400656384546,1.0358514553488447,0.536865234375,-1.5,sigmoid
prox,512,8,341,5.238118648529053,5.239742251777643,-0.001623603248590122,0.001623603248590122,0.0003098631899382638,2.6360875088323975e-06,0.536865234375,-1.5,sigmoid
ipw,512,8,341,4.270784378051758,5.239742251777643,-0.968957873725885,0.968957873725885,0.1849247209435073,0.9388793610553882,0.536865234375,-1.5,sigmoid
impute,512,8,341,2.5949549674987793,5.239742251777643,-2.6447872842788636,2.6447872842788636,0.5047552259620383,6.994899779083166,0.536865234375,-1.5,sigmoid
scope,512,8,341,4.307813398832675,5.239742251777643,-0.9319288529449681,0.9319288529449681,0.17785776631069983,0.8684913869513239,0.536865234375,-1.5,sigmoid
naive,512,8,342,4.038049697875977,5.226480023980948,-1.1884303261049718,1.1884303261049718,0.22738637106657464,1.4123666400059696,0.542236328125,-1.5,sigmoid
prox,512,8,342,5.17919397354126,5.226480023980948,-0.04728605043968859,0.04728605043968859,0.009047399056864922,0.0022359705661847734,0.542236328125,-1.5,sigmoid
ipw,512,8,342,4.074567794799805,5.226480023980948,-1.1519122291811437,1.1519122291811437,0.22039924076926742,1.3269017837370716,0.542236328125,-1.5,sigmoid
impute,512,8,342,2.3550901412963867,5.226480023980948,-2.8713898826845616,2.8713898826845616,0.5493926829356669,8.24487985838326,0.542236328125,-1.5,sigmoid
scope,512,8,342,4.291075192590002,5.226480023980948,-0.9354048313909464,0.9354048313909464,0.17897415222080187,0.874982198589525,0.542236328125,-1.5,sigmoid
naive,512,8,343,4.226664066314697,5.2229826018721575,-0.9963185355574602,0.9963185355574602,0.1907566253811249,0.9926506242953621,0.54541015625,-1.5,sigmoid
prox,512,8,343,5.290787696838379,5.2229826018721575,0.06780509496622145,0.06780509496622145,0.01298206410680307,0.004597530903378309,0.54541015625,-1.5,sigmoid
ipw,512,8,343,4.070498943328857,5.2229826018721575,-1.1524836585433,1.1524836585433,0.2206562315812036,1.3282185832093498,0.54541015625,-1.5,sigmoid
impute,512,8,343,1.9444780349731445,5.2229826018721575,-3.278504566899013,3.278504566899013,0.6277073497667494,10.748592195177684,0.54541015625,-1.5,sigmoid
scope,512,8,343,3.5599421028602465,5.2229826018721575,-1.663040499011911,1.663040499011911,0.31840820193729935,2.765703701353786,0.54541015625,-1.5,sigmoid
naive,512,8,344,3.9863200187683105,5.227048470823473,-1.240728452055162,1.240728452055162,0.23736693068386583,1.5394070917391984,0.521240234375,-1.5,sigmoid
prox,512,8,344,5.103683948516846,5.227048470823473,-0.12336452230662687,0.12336452230662687,0.02360118200457245,0.015218805363942238,0.521240234375,-1.5,sigmoid
ipw,512,8,344,3.9524898529052734,5.227048470823473,-1.2745586179181991,1.2745586179181991,0.2438390661637397,1.62449967050955,0.521240234375,-1.5,sigmoid
impute,512,8,344,2.238534927368164,5.227048470823473,-2.9885135434553085,2.9885135434553085,0.5717401627585245,8.931213199415804,0.521240234375,-1.5,sigmoid
scope,512,8,344,4.591485101446841,5.227048470823473,-0.6355633693766318,0.6355633693766318,0.12159125229548613,0.40394079649337694,0.521240234375,-1.5,sigmoid
naive,512,8,345,4.261952877044678,5.236241244978378,-0.9742883679337,0.9742883679337,0.1860663637047004,0.9492378238909128,0.536376953125,-1.5,sigmoid
prox,512,8,345,5.246681213378906,5.236241244978378,0.010439968400528521,0.010439968400528521,0.001993790566953076,0.00010899294020403404,0.536376953125,-1.5,sigmoid
ipw,512,8,345,4.0956315994262695,5.236241244978378,-1.1406096455521082,1.1406096455521082,0.21782985011356523,1.3009903635265059,0.536376953125,-1.5,sigmoid
impute,512,8,345,2.3438644409179688,5.236241244978378,-2.892376804060409,2.892376804060409,0.5523765366682132,8.365843576666705,0.536376953125,-1.5,sigmoid
scope,512,8,345,4.485730186222004,5.236241244978378,-0.7505110587563735,0.7505110587563735,0.14333011479868754,0.5632668493156127,0.536376953125,-1.5,sigmoid
naive,512,8,346,4.140728950500488,5.242605672062147,-1.1018767215616583,1.1018767215616583,0.2101773031364081,1.2141323095194683,0.535400390625,-1.5,sigmoid
prox,512,8,346,5.267764091491699,5.242605672062147,0.02515841942955266,0.02515841942955266,0.00479883878423699,0.0006329460681932927,0.535400390625,-1.5,sigmoid
ipw,512,8,346,4.353679656982422,5.242605672062147,-0.8889260150797247,0.8889260150797247,0.16955805389232548,0.790189460285519,0.535400390625,-1.5,sigmoid
impute,512,8,346,2.6463253498077393,5.242605672062147,-2.5962803222544073,2.5962803222544073,0.49522708451829384,6.740671511725449,0.535400390625,-1.5,sigmoid
scope,512,8,346,4.719947383242342,5.242605672062147,-0.5226582888198044,0.5226582888198044,0.09969437365946693,0.273171686872046,0.535400390625,-1.5,sigmoid
naive,512,8,347,4.188611030578613,5.210798473499223,-1.0221874429206101,1.0221874429206101,0.1961671417766762,1.0448671684645756,0.53369140625,-1.5,sigmoid
prox,512,8,347,5.176924705505371,5.210798473499223,-0.03387376799385233,0.03387376799385233,0.006500686634903571,0.0011474321581013346,0.53369140625,-1.5,sigmoid
ipw,512,8,347,4.2889909744262695,5.210798473499223,-0.9218074990729539,0.9218074990729539,0.1769033102625306,0.8497290653471339,0.53369140625,-1.5,sigmoid
impute,512,8,347,2.1604747772216797,5.210798473499223,-3.0503236962775437,3.0503236962775437,0.5853850828794671,9.304474652072297,0.53369140625,-1.5,sigmoid
scope,512,8,347,3.9519806346406057,5.210798473499223,-1.2588178388586178,1.2588178388586178,0.24157868419986697,1.584622351428681,0.53369140625,-1.5,sigmoid
naive,512,8,348,4.165894985198975,5.232108419503394,-1.0662134343044194,1.0662134343044194,0.20378274852446943,1.1368110874912245,0.553466796875,-1.5,sigmoid
prox,512,8,348,5.079039096832275,5.232108419503394,-0.1530693226711186,0.1530693226711186,0.029255762762967975,0.023430217542995027,0.553466796875,-1.5,sigmoid
ipw,512,8,348,4.054383277893066,5.232108419503394,-1.1777251416103276,1.1777251416103276,0.22509570658363984,1.3870365091810661,0.553466796875,-1.5,sigmoid
impute,512,8,348,0.6458982825279236,5.232108419503394,-4.58621013697547,4.58621013697547,0.8765510515569115,21.033323420496565,0.553466796875,-1.5,sigmoid
scope,512,8,348,4.1868094393588775,5.232108419503394,-1.0452989801445165,1.0452989801445165,0.1997854203953463,1.0926499578911664,0.553466796875,-1.5,sigmoid
naive,512,8,349,4.202437877655029,5.223867788290477,-1.0214299106354474,1.0214299106354474,0.19553134804158448,1.043319062340738,0.5390625,-1.5,sigmoid
prox,512,8,349,5.21160888671875,5.223867788290477,-0.01225890157172671,0.01225890157172671,0.0023467097691877966,0.0001502806677452836,0.5390625,-1.5,sigmoid
ipw,512,8,349,3.958146572113037,5.223867788290477,-1.2657212161774396,1.2657212161774396,0.24229579833827491,1.6020501970816967,0.5390625,-1.5,sigmoid
impute,512,8,349,2.538856029510498,5.223867788290477,-2.6850117587799787,2.6850117587799787,0.5139892255310419,7.209288144786754,0.5390625,-1.5,sigmoid
scope,512,8,349,3.8129965420607053,5.223867788290477,-1.4108712462297714,1.4108712462297714,0.2700817293638824,1.9905576734379484,0.5390625,-1.5,sigmoid
