method,n,T,seed,value,true,bias,mae,mae_rel,mse,missing,mnar_c0
ipw,128,8,351,3.517106533050537,4.503348185811173,-0.9862416527606355,0.9862416527606355,0.21900186529391957,0.9726725976400299,0.2265625,0.3
impute,128,8,351,-3.227302312850952,4.503348185811173,-7.730650498662125,7.730650498662125,1.7166450782152056,59.762957132464955,0.2265625,0.3
scope,128,8,351,4.252748042647694,4.503348185811173,-0.2506001431634788,0.2506001431634788,0.055647516652843274,0.06280043175355607,0.2265625,0.3
naive,128,8,352,4.553440093994141,4.485686133185866,0.06775396080827445,0.06775396080827445,0.01510448096379708,0.00459059920520919,0.1787109375,0.3
prox,128,8,352,4.817229270935059,4.485686133185866,0.3315431377491924,0.3315431377491924,0.07391135445174822,0.10992085218857998,0.1787109375,0.3
ipw,128,8,352,4.532278060913086,4.485686133185866,0.04659192772721976,0.04659192772721976,0.010386800668581064,0.0021708077293384697,0.1787109375,0.3
impute,128,8,352,-0.8391609191894531,4.485686133185866,-5.324847052375319,5.324847052375319,1.1870752643572626,28.353996131190126,0.1787109375,0.3
scope,128,8,352,4.008970127854997,4.485686133185866,-0.4767160053308688,0.4767160053308688,0.10627493569022652,0.2272581497386209,0.1787109375,0.3
naive,128,8,353,4.269355297088623,4.481086204356741,-0.21173090726811772,0.21173090726811772,0.047249907190417835,0.04482997709258026,0.189453125,0.3
prox,128,8,353,4.7265424728393555,4.481086204356741,0.2454562684826147,0.2454562684826147,0.05477606483980817,0.060248779737409434,0.189453125,0.3
ipw,128,8,353,4.283594608306885,4.481086204356741,-0.197491596049856,0.197491596049856,0.044072259948457274,0.0390029305103195,0.189453125,0.3
impute,128,8,353,7.5542402267456055,4.481086204356741,3.0731540223888647,3.0731540223888647,0.6858056020883927,9.44427564532486,0.189453125,0.3
scope,128,8,353,4.480192386981064,4.481086204356741,-0.000893817375676953,0.000893817375676953,0.0001994644456533637,7.989095010620353e-07,0.189453125,0.3
naive,128,8,354,3.72788667678833,4.474232024692702,-0.7463453479043718,0.7463453479043718,0.16680971031126446,0.5570313783384978,0.2099609375,0.3
prox,128,8,354,4.218232154846191,4.474232024692702,-0.25599986984651046,0.25599986984651046,0.05721649401141484,0.06553593336143029,0.2099609375,0.3
ipw,128,8,354,3.8229615688323975,4.474232024692702,-0.6512704558603044,0.6512704558603044,0.14556027766687732,0.4241532066764887,0.2099609375,0.3
impute,128,8,354,6.452667236328125,4.474232024692702,1.9784352116354231,1.9784352116354231,0.44218431246227236,3.9142058866389013,0.2099609375,0.3
scope,128,8,354,3.877207860758719,4.474232024692702,-0.597024163933983,0.597024163933983,0.13343612057646648,0.35643785232107145,0.2099609375,0.3
naive,128,8,355,4.462916851043701,4.473454221147075,-0.010537370103373966,0.010537370103373966,0.002355533237282574,0.00011103616869547947,0.205078125,0.3
prox,128,8,355,4.839102745056152,4.473454221147075,0.3656485239090772,0.3656485239090772,0.0817374015320354,0.133698843036887,0.205078125,0.3
ipw,128,8,355,4.0864152908325195,4.473454221147075,-0.3870389303145556,0.3870389303145556,0.08651903231398482,0.14979913357903543,0.205078125,0.3
impute,128,8,355,26.330854415893555,4.473454221147075,21.85740019474648,21.85740019474648,4.886022995702378,477.7459432733034,0.205078125,0.3
scope,128,8,355,5.9256123766573765,4.473454221147075,1.4521581555103014,1.4521581555103014,0.3246167466396787,2.1087633086150808,0.205078125,0.3
naive,128,8,356,4.210675239562988,4.496236262414333,-0.2855610228513443,0.2855610228513443,0.06351112490205471,0.081545097771906,0.1826171875,0.3
prox,128,8,356,4.64478874206543,4.496236262414333,0.14855247965109708,0.14855247965109708,0.03303929575340626,0.02206783921048961,0.1826171875,0.3
ipw,128,8,356,4.888917922973633,4.496236262414333,0.3926816605593002,0.3926816605593002,0.08733563755131563,0.15419888653960948,0.1826171875,0.3
impute,128,8,356,-6.413808822631836,4.496236262414333,-10.910045085046168,10.910045085046168,2.426483940856753,119.02908375774004,0.1826171875,0.3
scope,128,8,356,5.290734457041351,4.496236262414333,0.7944981946270184,0.7944981946270184,0.17670294625496363,0.6312273812655916,0.1826171875,0.3
naive,128,8,357,4.097494125366211,4.469387283551382,-0.37189315818517077,0.37189315818517077,0.08320898024519906,0.13830452110494046,0.1943359375,0.3
prox,128,8,357,4.333044052124023,4.469387283551382,-0.13634323142735827,0.13634323142735827,0.03050602303567207,0.018589476756054175,0.1943359375,0.3
ipw,128,8,357,3.5147628784179688,4.469387283551382,-0.954624405133413,0.954624405133413,0.2135917844145444,0.9113077548763225,0.1943359375,0.3
impute,128,8,357,3.5116806030273438,4.469387283551382,-0.957706680524038,0.957706680524038,0.21428142601306255,0.9172020859203717,0.1943359375,0.3
scope,128,8,357,3.554928848189981,4.469387283551382,-0.9144584353614009,0.9144584353614009,0.20460487698769547,0.8362342300036215,0.1943359375,0.3
naive,128,8,358,4.190271377563477,4.475820433138857,-0.28554905557538035,0.28554905557538035,0.06379814825929625,0.08153826313999166,0.19140625,0.3
prox,128,8,358,4.560035705566406,4.475820433138857,0.08421527242754934,0.08421527242754934,0.018815605694102844,0.007092212110046352,0.19140625,0.3
ipw,128,8,358,4.228333473205566,4.475820433138857,-0.2474869599332905,0.2474869599332905,0.05529421111287297,0.06124979533702214,0.19140625,0.3
impute,128,8,358,3.8458476066589355,4.475820433138857,-0.6299728264799214,0.6299728264799214,0.14075024588020088,0.3968657621031011,0.19140625,0.3
scope,128,8,358,3.785902325727944,4.475820433138857,-0.6899181074109131,0.6899181074109131,0.15414338392639204,0.4759869949334562,0.19140625,0.3
naive,128,8,359,4.605186939239502,4.478207518498674,0.12697942074082835,0.12697942074082835,0.028354965734906007,0.01612377329167631,0.1767578125,0.3
prox,128,8,359,4.85089111328125,4.478207518498674,0.3726835947825764,0.3726835947825764,0.08322159999131062,0.1388930618200636,0.1767578125,0.3
ipw,128,8,359,4.478590488433838,4.478207518498674,0.0003829699351642901,0.0003829699351642901,8.551857714996678e-05,1.4666597123974058e-07,0.1767578125,0.3
impute,128,8,359,2.951230764389038,4.478207518498674,-1.5269767541096355,1.5269767541096355,0.340979453900242,2.3316580075911983,0.1767578125,0.3
scope,128,8,359,3.9367100556724273,4.478207518498674,-0.5414974628262463,0.5414974628262463,0.12091834971680461,0.293219502247262,0.1767578125,0.3
naive,128,8,360,4.28164529800415,4.4981747929876645,-0.21652949498351415,0.21652949498351415,0.04813719007119694,0.04688502219781568,0.1787109375,0.3
prox,128,8,360,4.641319751739502,4.4981747929876645,0.14314495875183741,0.14314495875183741,0.031822898250861716,0.020490479216065234,0.1787109375,0.3
ipw,128,8,360,4.154827117919922,4.4981747929876645,-0.34334767506774266,0.34334767506774266,0.07633044309505209,0.1178876259744242,0.1787109375,0.3
impute,128,8,360,1.2720966339111328,4.4981747929876645,-3.2260781590765317,3.2260781590765317,0.7171971538557725,10.407580288470625,0.1787109375,0.3
scope,128,8,360,6.661825406628215,4.4981747929876645,2.1636506136405504,2.1636506136405504,0.4810063443985165,4.681383977907131,0.1787109375,0.3
naive,128,8,361,4.047365188598633,4.498757128561386,-0.45139193996275306,0.45139193996275306,0.10033703244324713,0.20375468346333767,0.2001953125,0.3
prox,128,8,361,4.502435207366943,4.498757128561386,0.003678078805557483,0.003678078805557483,0.0008175766551624582,1.3528263699891162e-05,0.2001953125,0.3
ipw,128,8,361,4.143404483795166,4.498757128561386,-0.35535264476621986,0.35535264476621986,0.0789890706724714,0.12627550214234726,0.2001953125,0.3
impute,128,8,361,4.856621742248535,4.498757128561386,0.3578646136871493,0.3578646136871493,0.0795474402063548,0.12806708172945258,0.2001953125,0.3
scope,128,8,361,4.775940647064174,4.498757128561386,0.2771835185027882,0.2771835185027882,0.06161335466256345,0.07683070292958553,0.2001953125,0.3
naive,128,8,362,4.30989408493042,4.4955379964890945,-0.18564391155867455,0.18564391155867455,0.04129514903525627,0.034463661898804974,0.2119140625,0.3
prox,128,8,362,4.6366682052612305,4.4955379964890945,0.141130208772136,0.141130208772136,0.03139339693766469,0.019917735828066694,0.2119140625,0.3
ipw,128,8,362,4.387446403503418,4.4955379964890945,-0.1080915929856765,0.1080915929856765,0.024044195170876855,0.01168379247418115,0.2119140625,0.3
impute,128,8,362,-2.7029032707214355,4.4955379964890945,-7.19844126721053,7.19844126721053,1.6012413359273878,51.817556677479544,0.2119140625,0.3
scope,128,8,362,3.324756152522035,4.4955379964890945,-1.1707818439670596,1.1707818439670596,0.26043197607970653,1.3707301261629083,0.2119140625,0.3
naive,128,8,363,3.947500705718994,4.486249071054195,-0.5387483653352012,0.5387483653352012,0.12008882182027493,0.2902498011513514,0.212890625,0.3
prox,128,8,363,4.41074275970459,4.486249071054195,-0.0755063113496055,0.0755063113496055,0.016830610640140572,0.005701203053623565,0.212890625,0.3
ipw,128,8,363,3.9439682960510254,4.486249071054195,-0.54228077500317,0.54228077500317,0.1208762078106695,0.29406843893803863,0.212890625,0.3
impute,128,8,363,2.128114700317383,4.486249071054195,-2.3581343707368125,2.3581343707368125,0.5256360789131775,5.560797710450303,0.212890625,0.3
scope,128,8,363,3.2987422038675183,4.486249071054195,-1.187506867186677,1.187506867186677,0.26469927290676093,1.4101725596155164,0.212890625,0.3
naive,128,8,364,3.658658981323242,4.4767707939067165,-0.8181118125834743,0.8181118125834743,0.18274596807524685,0.6693069378886178,0.201171875,0.3
prox,128,8,364,4.186398506164551,4.4767707939067165,-0.2903722877421657,0.2903722877421657,0.06486199564592145,0.08431606548861909,0.201171875,0.3
ipw,128,8,364,3.710606575012207,4.4767707939067165,-0.7661642188945095,0.7661642188945095,0.1711421589725628,0.5870076103142339,0.201171875,0.3
impute,128,8,364,3.851008892059326,4.4767707939067165,-0.6257619018473903,0.6257619018473903,0.13977974988112146,0.391577957803663,0.201171875,0.3
scope,128,8,364,4.39516225535578,4.4767707939067165,-0.08160853855093642,0.08160853855093642,0.01822933143282942,0.006659953564419675,0.201171875,0.3
naive,128,8,365,3.8575568199157715,4.46702257489895,-0.6094657549831783,0.6094657549831783,0.13643668568139378,0.37144850649721556,0.1982421875,0.3
prox,128,8,365,4.3584794998168945,4.46702257489895,-0.1085430750820553,0.1085430750820553,0.024298752303599156,0.011781599148268693,0.1982421875,0.3
ipw,128,8,365,3.9391117095947266,4.46702257489895,-0.5279108653042233,0.5279108653042233,0.11817958303382099,0.27868988170625375,0.1982421875,0.3
impute,128,8,365,8.741673469543457,4.46702257489895,4.274650894644507,4.274650894644507,0.9569351448243365,18.272640271085084,0.1982421875,0.3
scope,128,8,365,4.764997283911643,4.46702257489895,0.29797470901269296,0.29797470901269296,0.0667054405963985,0.08878892721119905,0.1982421875,0.3
naive,128,8,366,4.2805914878845215,4.469094352101029,-0.18850286421650786,0.18850286421650786,0.04217920888778911,0.0355333298178272,0.1982421875,0.3
prox,128,8,366,4.679396629333496,4.469094352101029,0.21030227723246675,0.21030227723246675,0.04705702333932569,0.044227047809161306,0.1982421875,0.3
ipw,128,8,366,4.336740493774414,4.469094352101029,-0.13235385832661528,0.13235385832661528,0.02961536452332731,0.01751754381394175,0.1982421875,0.3
impute,128,8,366,11.61298942565918,4.469094352101029,7.14389507355815,7.14389507355815,1.5985106848772688,51.03523682200841,0.1982421875,0.3
scope,128,8,366,4.519395564933758,4.469094352101029,0.05030121283272848,0.05030121283272848,0.011255348146561431,0.0025302120124434486,0.1982421875,0.3
naive,128,8,367,4.057924747467041,4.486619134197771,-0.42869438673073024,0.42869438673073024,0.09554953828443984,0.1837788772144369,0.21484375,0.3
prox,128,8,367,4.433033466339111,4.486619134197771,-0.053585667858659924,0.053585667858659924,0.011943440317949184,0.002871423799858619,0.21484375,0.3
ipw,128,8,367,4.029366970062256,4.486619134197771,-0.4572521641355154,0.4572521641355154,0.10191463782835096,0.2090795416066123,0.21484375,0.3
impute,128,8,367,-0.2542477250099182,4.486619134197771,-4.7408668592076895,4.7408668592076895,1.0566679981975735,22.475818576733783,0.21484375,0.3
scope,128,8,367,5.123087359613457,4.486619134197771,0.6364682254156859,0.6364682254156859,0.14185920542361558,0.4050918019637924,0.21484375,0.3
naive,128,8,368,4.555810928344727,4.491668353045473,0.06414257529925393,0.06414257529925393,0.014280345354474698,0.004114269966020461,0.203125,0.3
prox,128,8,368,5.013262748718262,4.491668353045473,0.5215943956727891,0.5215943956727891,0.11612486823946697,0.2720607135972621,0.203125,0.3
ipw,128,8,368,4.424657344818115,4.491668353045473,-0.0670110082273574,0.0670110082273574,0.01491895726939014,0.00449047522364696,0.203125,0.3
impute,128,8,368,1.6580671072006226,4.491668353045473,-2.83360124584485,2.83360124584485,0.6308571833723191,8.029296020453486,0.203125,0.3
scope,128,8,368,4.825939380747347,4.491668353045473,0.3342710277018748,0.3342710277018748,0.07442023796686369,0.11173711996086753,0.203125,0.3
naive,128,8,369,4.485079765319824,4.487724181579294,-0.0026444162594696508,0.0026444162594696508,0.0005892555229495061,6.9929373533474596e-06,0.1806640625,0.3
prox,128,8,369,4.777352809906006,4.487724181579294,0.289628628326712,0.289628628326712,0.06453797439591921,0.08388474234641267,0.1806640625,0.3
ipw,128,8,369,4.176055908203125,4.487724181579294,-0.31166827337616887,0.31166827337616887,0.0694490705679885,0.09713711262928233,0.1806640625,0.3
impute,128,8,369,2.239367961883545,4.487724181579294,-2.248356219695749,2.248356219695749,0.5010014271653657,5.055105690644559,0.1806640625,0.3
scope,128,8,369,4.362999529913965,4.487724181579294,-0.12472465166532931,0.12472465166532931,0.027792405820590546,0.015556238733037733,0.1806640625,0.3
naive,128,8,370,4.319118976593018,4.473291046353771,-0.1541720697607536,0.1541720697607536,0.034465020979670205,0.023769027094314672,0.1875,0.3
prox,128,8,370,4.555683135986328,4.473291046353771,0.08239208963255695,0.08239208963255695,0.018418674031888814,0.006788456434019299,0.1875,0.3
ipw,128,8,370,4.156179428100586,4.473291046353771,-0.31711161825318523,0.31711161825318523,0.0708900035716805,0.10055977843115388,0.1875,0.3
impute,128,8,370,3.7035412788391113,4.473291046353771,-0.7697497675146598,0.7697497675146598,0.17207683549723227,0.5925147045888729,0.1875,0.3
scope,128,8,370,2.668301474898469,4.473291046353771,-1.8049895714553021,1.8049895714553021,0.4035037185712674,3.2579873530623953,0.1875,0.3
naive,256,8,321,3.9685258865356445,4.48396532758158,-0.5154394410459355,0.5154394410459355,0.11495170086962671,0.2656778173857465,0.201171875,0.3
prox,256,8,321,4.475921154022217,4.48396532758158,-0.008044173559363266,0.008044173559363266,0.0017939865658376708,6.470872825315908e-05,0.201171875,0.3
ipw,256,8,321,4.025189399719238,4.48396532758158,-0.4587759278623418,0.4587759278623418,0.10231478041106573,0.21047535198595263,0.201171875,0.3
impute,256,8,321,-6.550106048583984,4.48396532758158,-11.034071376165564,11.034071376165564,2.460784276875034,121.75073113431621,0.201171875,0.3
scope,256,8,321,3.954187615419556,4.48396532758158,-0.5297777121620242,0.5297777121620242,0.11814937749479856,0.28066442430362853,0.201171875,0.3
naive,256,8,322,3.9984495639801025,4.467252331283926,-0.4688027673038233,0.4688027673038233,0.1049420835310383,0.2197760346317227,0.208984375,0.3
prox,256,8,322,4.463578701019287,4.467252331283926,-0.0036736302646387387,0.0036736302646387387,0.000822346711626855,1.349555932126969e-05,0.208984375,0.3
ipw,256,8,322,4.078948020935059,4.467252331283926,-0.38830431034886725,0.38830431034886725,0.08692240365058254,0.15078023743550942,0.208984375,0.3
impute,256,8,322,3.8989672660827637,4.467252331283926,-0.5682850652011622,0.5682850652011622,0.1272113198579567,0.3229479153306892,0.208984375,0.3
scope,256,8,322,3.282328487111383,4.467252331283926,-1.184923844172543,1.184923844172543,0.26524667878610425,1.4040445164886368,0.208984375,0.3
naive,256,8,323,3.635526657104492,4.477853613846202,-0.8423269567417098,0.8423269567417098,0.18810953402699615,0.7095147020537502,0.20556640625,0.3
prox,256,8,323,4.2238287925720215,4.477853613846202,-0.25402482127418047,0.25402482127418047,0.05672914819919464,0.06452860982337932,0.20556640625,0.3
ipw,256,8,323,3.5304813385009766,4.477853613846202,-0.9473722753452254,0.9473722753452254,0.2115683890191959,0.8975142280927896,0.20556640625,0.3
impute,256,8,323,2.5463578701019287,4.477853613846202,-1.9314957437442732,1.9314957437442732,0.43134410150698,3.730675808102243,0.20556640625,0.3
scope,256,8,323,4.129346060805166,4.477853613846202,-0.34850755304103576,0.34850755304103576,0.07782915278056379,0.12145751452665035,0.20556640625,0.3
naive,256,8,324,4.064599990844727,4.485037009276008,-0.4204370184312811,0.4204370184312811,0.09374215141630453,0.17676728646738543,0.19091796875,0.3
prox,256,8,324,4.511113166809082,4.485037009276008,0.02607615753307435,0.02607615753307435,0.005814033970989164,0.0006799659916897102,0.19091796875,0.3
ipw,256,8,324,4.094990253448486,4.485037009276008,-0.39004675582752135,0.39004675582752135,0.08696622904578534,0.15213647173157407,0.19091796875,0.3
impute,256,8,324,-3.443103790283203,4.485037009276008,-7.928140799559211,7.928140799559211,1.7676868180044298,62.855416537635364,0.19091796875,0.3
scope,256,8,324,3.9052501792971492,4.485037009276008,-0.5797868299788584,0.5797868299788584,0.12927135913923035,0.3361527682169337,0.19091796875,0.3
naive,256,8,325,4.144749164581299,4.4808856412836375,-0.3361364767023387,0.3361364767023387,0.07501563387501356,0.1129877309698619,0.2060546875,0.3
prox,256,8,325,4.519209384918213,4.4808856412836375,0.03832374363457536,0.03832374363457536,0.008552716293736247,0.0014687093261686554,0.2060546875,0.3
ipw,256,8,325,4.1640191078186035,4.4808856412836375,-0.316866533465034,0.316866533465034,0.0707151574112169,0.10040440003014753,0.2060546875,0.3
impute,256,8,325,-11.60971450805664,4.4808856412836375,-16.09060014934028,16.09060014934028,3.5909419336867545,258.90741316594944,0.2060546875,0.3
scope,256,8,325,4.4958737897638015,4.4808856412836375,0.014988148480163943,0.014988148480163943,0.003344907609797936,0.0002246445948634407,0.2060546875,0.3
naive,256,8,326,3.5202040672302246,4.4561798961883055,-0.9359758289580808,0.9359758289580808,0.21003995591800254,0.8760507523937666,0.21044921875,0.3
prox,256,8,326,4.028413772583008,4.4561798961883055,-0.42776612360529764,0.42776612360529764,0.0959939081389414,0.1829838565043028,0.21044921875,0.3
ipw,256,8,326,3.570723295211792,4.4561798961883055,-0.8854566009765135,0.8854566009765135,0.19870306441934915,0.7840333922128806,0.21044921875,0.3
impute,256,8,326,7.868994235992432,4.4561798961883055,3.412814339804126,3.412814339804126,0.7658609884047443,11.647301717972674,0.21044921875,0.3
scope,256,8,326,4.235172547419722,4.4561798961883055,-0.22100734876858308,0.22100734876858308,0.04959569719293126,0.04884424820971812,0.21044921875,0.3
naive,256,8,327,4.305127143859863,4.474121260080141,-0.1689941162202775,0.1689941162202775,0.037771465366419336,0.028559011317072655,0.20751953125,0.3
prox,256,8,327,4.720592975616455,4.474121260080141,0.2464717155363143,0.2464717155363143,0.05508829582591588,0.06074830655941384,0.20751953125,0.3
ipw,256,8,327,4.340283393859863,4.474121260080141,-0.1338378662202775,0.1338378662202775,0.029913777128579698,0.017912574434396894,0.20751953125,0.3
impute,256,8,327,-10.276933670043945,4.474121260080141,-14.751054930124086,14.751054930124086,3.296972538884622,217.5936215515381,0.20751953125,0.3
scope,256,8,327,3.8735959874756816,4.474121260080141,-0.6005252726044592,0.6005252726044592,0.13422194833264367,0.36063060303666006,0.20751953125,0.3
naive,256,8,328,3.925157070159912,4.497020382523454,-0.5718633123635417,0.5718633123635417,0.12716493671808685,0.3270276480274017,0.216796875,0.3
prox,256,8,328,4.447007656097412,4.497020382523454,-0.05001272642604171,0.05001272642604171,0.01112130303442779,0.0025012728045660905,0.216796875,0.3
ipw,256,8,328,3.942248821258545,4.497020382523454,-0.5547715612649089,0.5547715612649089,0.1233642532332942,0.30777148518830455,0.216796875,0.3
impute,256,8,328,0.5737874507904053,4.497020382523454,-3.9232329317330485,3.9232329317330485,0.8724071936564293,15.39175663663469,0.216796875,0.3
scope,256,8,328,4.225776627452191,4.497020382523454,-0.2712437550712625,0.2712437550712625,0.06031632770120047,0.07357317466515906,0.216796875,0.3
naive,256,8,329,3.8339850902557373,4.494659863917292,-0.6606747736615546,0.6606747736615546,0.14699105019389558,0.4364911565527464,0.20068359375,0.3
prox,256,8,329,4.452043533325195,4.494659863917292,-0.042616330592096574,0.042616330592096574,0.009481547410120281,0.0018161516331348664,0.20068359375,0.3
ipw,256,8,329,3.8784918785095215,4.494659863917292,-0.6161679854077704,0.6161679854077704,0.13708890195547593,0.3796629862414704,0.20068359375,0.3
impute,256,8,329,-9.468672752380371,4.494659863917292,-13.963332616297663,13.963332616297663,3.106649454921826,194.97465775336215,0.20068359375,0.3
scope,256,8,329,3.863975441285894,4.494659863917292,-0.6306844226313979,0.6306844226313979,0.14031860957810696,0.3977628409498997,0.20068359375,0.3
naive,256,8,330,3.750223398208618,4.480178226797966,-0.7299548285893476,0.7299548285893476,0.1629298638663879,0.5328340517809038,0.2041015625,0.3
prox,256,8,330,4.169094562530518,4.480178226797966,-0.31108366426744816,0.31108366426744816,0.06943555557828403,0.0967730461740624,0.2041015625,0.3
ipw,256,8,330,3.702850103378296,4.480178226797966,-0.7773281234196698,0.7773281234196698,0.17350383937186245,0.6042390114591455,0.2041015625,0.3
impute,256,8,330,3.6290602684020996,4.480178226797966,-0.8511179583958661,0.8511179583958661,0.18997412944533007,0.7244017791039473,0.2041015625,0.3
scope,256,8,330,4.477241497227075,4.480178226797966,-0.0029367295708908614,0.0029367295708908614,0.0006554939161404245,8.624380572544823e-06,0.2041015625,0.3
naive,256,8,331,4.0899529457092285,4.479226728723336,-0.3892737830141071,0.3892737830141071,0.08690646993104041,0.15153407814211411,0.20166015625,0.3
prox,256,8,331,4.600879669189453,4.479226728723336,0.12165294046611752,0.12165294046611752,0.027159362058189654,0.014799437924052734,0.20166015625,0.3
ipw,256,8,331,4.135146141052246,4.479226728723336,-0.3440805876710895,0.3440805876710895,0.07681696161184477,0.11839145081208231,0.20166015625,0.3
impute,256,8,331,-3.1746373176574707,4.479226728723336,-7.653864046380806,7.653864046380806,1.7087467346316498,58.58163484048077,0.20166015625,0.3
scope,256,8,331,5.205990361518243,4.479226728723336,0.7267636327949072,0.7267636327949072,0.16225203072094735,0.5281853779532507,0.20166015625,0.3
naive,256,8,332,3.9624428749084473,4.464345538096501,-0.5019026631880541,0.5019026631880541,0.11242469000328642,0.25190628331526127,0.20654296875,0.3
prox,256,8,332,4.360721588134766,4.464345538096501,-0.10362394996173574,0.10362394996173574,0.023211453745562605,0.010737923005672313,0.20654296875,0.3
ipw,256,8,332,3.1559722423553467,4.464345538096501,-1.3083732957411547,1.3083732957411547,0.2930716909289724,1.7118406810085711,0.20654296875,0.3
impute,256,8,332,0.027922287583351135,4.464345538096501,-4.43642325051315,4.43642325051315,0.9937454913950822,19.681851257693666,0.20654296875,0.3
scope,256,8,332,6.438431382894608,4.464345538096501,1.9740858447981067,1.9740858447981067,0.4421893036621474,3.8970149226322546,0.20654296875,0.3
naive,256,8,333,4.155981540679932,4.450446742774998,-0.29446520209506666,0.29446520209506666,0.06616531308303175,0.08670975524488846,0.193359375,0.3
prox,256,8,333,4.639984130859375,4.450446742774998,0.1895373880843767,0.1895373880843767,0.042588395960939864,0.03592442148184762,0.193359375,0.3
ipw,256,8,333,4.210692405700684,4.450446742774998,-0.2397543370743147,0.2397543370743147,0.053871970822601076,0.05748214214594412,0.193359375,0.3
impute,256,8,333,-26.747087478637695,4.450446742774998,-31.197534221412695,31.197534221412695,7.0099781043464455,973.2861414962163,0.193359375,0.3
scope,256,8,333,4.693446236526526,4.450446742774998,0.24299949375152785,0.24299949375152785,0.05460114631099029,0.059048753963498825,0.193359375,0.3
naive,256,8,334,3.7608888149261475,4.46960804861098,-0.7087192336848327,0.7087192336848327,0.15856406780569526,0.5022829521948164,0.21435546875,0.3
prox,256,8,334,4.1494011878967285,4.46960804861098,-0.32020686071425164,0.32020686071425164,0.07164092628071991,0.10253243364847615,0.21435546875,0.3
ipw,256,8,334,2.8727102279663086,4.46960804861098,-1.5968978206446716,1.5968978206446716,0.3572791625746556,2.5500826495797018,0.21435546875,0.3
impute,256,8,334,-1.0882916450500488,4.46960804861098,-5.557899693661029,5.557899693661029,1.2434870425357,30.89024900479736,0.21435546875,0.3
scope,256,8,334,4.347726869438966,4.46960804861098,-0.12188117917201424,0.12188117917201424,0.027268874104048397,0.014855021836360638,0.21435546875,0.3
naive,256,8,335,3.6314544677734375,4.47530037393368,-0.8438459061602428,0.8438459061602428,0.18855626117862626,0.7120759133434013,0.228515625,0.3
prox,256,8,335,4.310367584228516,4.47530037393368,-0.16493278970516467,0.16493278970516467,0.036854015579783926,0.027202825119928074,0.228515625,0.3
ipw,256,8,335,3.777928352355957,4.47530037393368,-0.6973720215777233,0.6973720215777233,0.155826863742947,0.48632773647940053,0.228515625,0.3
impute,256,8,335,6.931350231170654,4.47530037393368,2.456049857236974,2.456049857236974,0.5488011199297815,6.03218090123376,0.228515625,0.3
scope,256,8,335,2.794491496686012,4.47530037393368,-1.6808088772476681,1.6808088772476681,0.375574539540969,2.8251184818345667,0.228515625,0.3
naive,256,8,336,4.005551338195801,4.463205045444207,-0.45765370724840615,0.45765370724840615,0.10253925208198843,0.20944691575820984,0.19580078125,0.3
prox,256,8,336,4.518276214599609,4.463205045444207,0.055071169155402444,0.055071169155402444,0.012338928773083381,0.0030328336721429493,0.19580078125,0.3
ipw,256,8,336,4.0707550048828125,4.463205045444207,-0.39245004056139443,0.39245004056139443,0.0879300943078978,0.15401703433664013,0.19580078125,0.3
impute,256,8,336,-13.349139213562012,4.463205045444207,-17.812344259006217,17.812344259006217,3.990931198016115,317.27960800135173,0.19580078125,0.3
scope,256,8,336,6.190734736475507,4.463205045444207,1.7275296910313003,1.7275296910313003,0.3870603464195908,2.9843588333946998,0.19580078125,0.3
naive,256,8,337,4.311872959136963,4.48931273722936,-0.1774397780923973,0.1774397780923973,0.0395249314267882,0.0314848748494792,0.18994140625,0.3
prox,256,8,337,4.645803928375244,4.48931273722936,0.15649119114588395,0.15649119114588395,0.03485860761005138,0.024489492906257584,0.18994140625,0.3
ipw,256,8,337,4.353379726409912,4.48931273722936,-0.13593301081944809,0.13593301081944809,0.030279247353870244,0.01847778343044019,0.18994140625,0.3
impute,256,8,337,-0.761160135269165,4.48931273722936,-5.250472872498525,5.250472872498525,1.1695493675361377,27.567465384842915,0.18994140625,0.3
scope,256,8,337,4.1949259797168645,4.48931273722936,-0.29438675751249566,0.29438675751249566,0.06557501665481662,0.08666356299872091,0.18994140625,0.3
naive,256,8,338,3.7114052772521973,4.4730718408828105,-0.7616665636306132,0.7616665636306132,0.17027818705462372,0.580135954152867,0.2138671875,0.3
prox,256,8,338,4.130186557769775,4.4730718408828105,-0.3428852831130351,0.3428852831130351,0.07665543843475649,0.11757031737550624,0.2138671875,0.3
ipw,256,8,338,5.362983226776123,4.4730718408828105,0.8899113858933125,0.8899113858933125,0.198948601218459,0.7919422747425562,0.2138671875,0.3
impute,256,8,338,5.270304203033447,4.4730718408828105,0.7972323621506368,0.7972323621506368,0.17822927744288009,0.635579439260284,0.2138671875,0.3
scope,256,8,338,4.603912016555856,4.4730718408828105,0.13084017567304507,0.13084017567304507,0.029250631406631356,0.017119151570153295,0.2138671875,0.3
naive,256,8,339,4.101565361022949,4.470904561568427,-0.3693392005454781,0.3693392005454781,0.082609502273945,0.13641144505957287,0.20654296875,0.3
prox,256,8,339,4.577948093414307,4.470904561568427,0.10704353184587934,0.10704353184587934,0.023942253826220717,0.011458317710039783,0.20654296875,0.3
ipw,256,8,339,4.117338180541992,4.470904561568427,-0.3535663810264351,0.3535663810264351,0.07908162121501457,0.1250091857921303,0.20654296875,0.3
impute,256,8,339,-2.1715457439422607,4.470904561568427,-6.642450305510688,6.642450305510688,1.4857061281532848,44.12214606117903,0.20654296875,0.3
