method,n,T,mnar_c0,mean_value,true_mean,mean_bias,mean_mae,mean_mae_rel,mean_mse,sd,n_rep,missing
scope,512,2,-2.8,0.40675032631440616,1.1194891740359736,-0.7127388477215675,0.7127388477215675,0.6366811939233467,0.5109836194988839,0.05559225398556192,50,0.789921875
scope,512,2,-1.5,0.7826437594091602,1.111017905046721,-0.3283741456375606,0.3283741456375606,0.2955784534268654,0.11136831795646776,0.06045136739912725,50,0.55197265625
scope,512,2,-0.7,0.9738713006190729,1.1021839438826,-0.12831264326352718,0.12831264326352718,0.11643449172653567,0.020891789022323148,0.06755449663487643,50,0.3878515625
scope,512,2,0.3,1.104228325564025,1.0907362933878217,0.013492032176203272,0.058765977402932955,0.053868962922555615,0.0049262002508542405,0.06993124232777657,50,0.21466796875
scope,512,4,-2.8,1.0087062012454562,2.46301697814172,-1.454310776896264,1.454310776896264,0.5904664196499426,2.1264474109774123,0.10839057428790219,50,0.7873046875
scope,512,4,-1.5,1.823387238487204,2.3829341202736924,-0.5595468817864881,0.5595468817864881,0.23479999345040606,0.3307542453070773,0.13366121495667918,50,0.547685546875
scope,512,4,-0.7,2.1355953089681234,2.311949783292134,-0.17635447432401058,0.18587677959294222,0.08038134057659205,0.057305585247754684,0.16304417502555024,50,0.38216796875
scope,512,4,0.3,2.2598765877576494,2.2225053262119188,0.03737126154573067,0.14689162338543116,0.06611170727467561,0.030782173911835863,0.17268413705284677,50,0.21005859375
scope,512,8,-2.8,2.504971427499561,5.580757308998427,-3.075785881498867,3.075785881498867,0.5511528071640143,9.625908017931046,0.4117605713855724,50,0.7816748046875
scope,512,8,-1.5,4.2791717637603846,5.227582534845942,-0.9484107710855578,0.952302532348237,0.18218774388973402,1.1050948819175488,0.4591844349055758,50,0.5373828125
scope,512,8,-0.7,4.651178640264372,4.894606896604784,-0.24342825634041218,0.48519260532978536,0.0991634566047221,0.356924240087584,0.5511551549996624,50,0.3722216796875
scope,512,8,0.3,4.493186556181233,4.479611629645282,0.013574926535951439,0.38265361465770026,0.08545011043252046,0.27897222385683274,0.5322159431012118,50,0.2008740234375
scope,512,16,-2.8,4.932953486488032,12.635264077408078,-7.702310590920046,7.702310590920046,0.6095574478736794,60.685316404206624,1.1735837812437329,50,0.77439697265625
scope,512,16,-1.5,8.599355431630466,11.701751202429017,-3.1023957707985517,3.1023957707985517,0.26507956268692423,11.541875958803896,1.394418013381058,50,0.5231591796875
scope,512,16,-0.7,9.251495977444495,10.571694652602527,-1.320198675158033,1.6653732042736502,0.1574564872650672,4.035614374191036,1.5209066482439386,50,0.35665283203125
scope,512,16,0.3,8.26463918057953,9.028339344350616,-0.7637001637710855,1.2543315973633304,0.1388568324643737,2.5289760848994134,1.3980794541719208,50,0.18800537109375
scope,512,32,-2.8,6.489788500953838,27.582352213879027,-21.092563712925188,21.092563712925188,0.7647041542703144,447.0678813368494,1.4841238207994234,50,0.76359375
scope,512,32,-1.5,11.897388682395707,25.99763986932104,-14.100251186925334,14.100251186925334,0.5423518653511058,204.24227067726693,2.348469723235937,50,0.5024365234375
scope,512,32,-0.7,12.965602587491043,23.126960636833623,-10.161358049342578,10.161358049342578,0.43931374367446724,110.64819636047022,2.7353421883302422,50,0.334404296875
scope,512,32,0.3,11.240405736986077,18.254490058448173,-7.0140843214620965,7.018436787848072,0.3842566954425242,56.49523869054218,2.7013624025429337,50,0.17142333984375
