method,n,T,seed,value,true,bias,mae,mae_rel,mse,missing,mnar_c0
prox,512,8,359,4.70222806930542,4.478207518498674,0.22402055080674632,0.22402055080674632,0.05002460245117216,0.05018520718375801,0.193359375,0.3
ipw,512,8,359,4.430338382720947,4.478207518498674,-0.047869135777726335,0.047869135777726335,0.010689351839991226,0.0022914541601063996,0.193359375,0.3
impute,512,8,359,-10.428024291992188,4.478207518498674,-14.906231810490862,14.906231810490862,3.3286156902992743,222.19574678808968,0.193359375,0.3
scope,512,8,359,4.4416823441182585,4.478207518498674,-0.03652517438041514,0.03652517438041514,0.008156204068153648,0.0013340883635197343,0.193359375,0.3
naive,512,8,360,4.001297473907471,4.4981747929876645,-0.49687731908019384,0.49687731908019384,0.11046198557130113,0.24688707021632075,0.2080078125,0.3
prox,512,8,360,4.439544200897217,4.4981747929876645,-0.05863059209044774,0.05863059209044774,0.013034307199855523,0.0034375463288764735,0.2080078125,0.3
ipw,512,8,360,4.095496654510498,4.4981747929876645,-0.4026781384771665,0.4026781384771665,0.08952034036225386,0.16214968320743608,0.2080078125,0.3
impute,512,8,360,-4.501777648925781,4.4981747929876645,-8.999952441913447,8.999952441913447,2.000800959523346,80.99914395670382,0.2080078125,0.3
scope,512,8,360,4.569708927366924,4.4981747929876645,0.07153413437925948,0.07153413437925948,0.0159029245574841,0.005117132381389953,0.2080078125,0.3
naive,512,8,361,4.0910868644714355,4.498757128561386,-0.40767026408995033,0.40767026408995033,0.0906184202525099,0.16619504422316986,0.19921875,0.3
prox,512,8,361,4.486310958862305,4.498757128561386,-0.012446169699081189,0.012446169699081189,0.0027665796004109314,0.00015490714017832674,0.19921875,0.3
ipw,512,8,361,4.070204734802246,4.498757128561386,-0.4285523937591398,0.4285523937591398,0.09526017553567788,0.1836571541966888,0.19921875,0.3
impute,512,8,361,-10.317848205566406,4.498757128561386,-14.816605334127793,14.816605334127793,3.2934886037881874,219.53179362730418,0.19921875,0.3
scope,512,8,361,3.8754413517030115,4.498757128561386,-0.6233157768583744,0.6233157768583744,0.13855288450694792,0.3885225576805587,0.19921875,0.3
naive,512,8,362,4.198090076446533,4.4955379964890945,-0.29744792004256126,0.29744792004256126,0.06616514425522838,0.08847526513764592,0.190185546875,0.3
prox,512,8,362,4.553713321685791,4.4955379964890945,0.05817532519669655,0.05817532519669655,0.01294068145839943,0.0033843684617413964,0.190185546875,0.3
ipw,512,8,362,4.215219497680664,4.4955379964890945,-0.2803184988084304,0.2803184988084304,0.06235482806003471,0.078578460774212,0.190185546875,0.3
impute,512,8,362,-4.302689552307129,4.4955379964890945,-8.798227548796223,8.798227548796223,1.9571022546505945,77.4088080003968,0.190185546875,0.3
scope,512,8,362,4.603468819284469,4.4955379964890945,0.10793082279537458,0.10793082279537458,0.02400843300171546,0.011649062509286549,0.190185546875,0.3
naive,512,8,363,4.158740520477295,4.486249071054195,-0.3275085505769004,0.3275085505769004,0.07300275695569913,0.10726185070098214,0.201904296875,0.3
prox,512,8,363,4.640274524688721,4.486249071054195,0.15402545363452536,0.15402545363452536,0.03433279142442528,0.02372384036732132,0.201904296875,0.3
ipw,512,8,363,4.273437023162842,4.486249071054195,-0.21281204789135355,0.21281204789135355,0.04743652091553316,0.04528896772771176,0.201904296875,0.3
impute,512,8,363,-3.8178200721740723,4.486249071054195,-8.304069143228269,8.304069143228269,1.8510049289967192,68.95756433551587,0.201904296875,0.3
scope,512,8,363,3.4977510633074345,4.486249071054195,-0.9884980077467609,0.9884980077467609,0.22033952910119634,0.9771283113193153,0.201904296875,0.3
naive,512,8,364,4.104065895080566,4.4767707939067165,-0.3727048988261501,0.3727048988261501,0.08325306699494972,0.1389089416090108,0.1875,0.3
prox,512,8,364,4.537673473358154,4.4767707939067165,0.06090267945143779,0.06090267945143779,0.013604154033155274,0.003709136364364583,0.1875,0.3
ipw,512,8,364,4.0570831298828125,4.4767707939067165,-0.419687664023904,0.419687664023904,0.0937478560651656,0.17613773533384133,0.1875,0.3
impute,512,8,364,16.759368896484375,4.4767707939067165,12.282598102577658,12.282598102577658,2.7436289834841148,150.8622161494443,0.1875,0.3
scope,512,8,364,4.408293216459562,4.4767707939067165,-0.06847757744715466,0.06847757744715466,0.01529619911306577,0.004689178613031065,0.1875,0.3
naive,512,8,365,4.204041481018066,4.46702257489895,-0.2629810938808834,0.2629810938808834,0.05887167335097527,0.06915905573878602,0.18896484375,0.3
prox,512,8,365,4.603377342224121,4.46702257489895,0.13635476732517127,0.13635476732517127,0.030524754473231153,0.018592622572301595,0.18896484375,0.3
ipw,512,8,365,4.157031536102295,4.46702257489895,-0.3099910387966549,0.3099910387966549,0.0693954493399146,0.09609444413422921,0.18896484375,0.3
impute,512,8,365,0.48600584268569946,4.46702257489895,-3.9810167322132504,3.9810167322132504,0.8912013909630413,15.848494222161866,0.18896484375,0.3
scope,512,8,365,4.303181911562312,4.46702257489895,-0.1638406633366376,0.1638406633366376,0.03667782299943803,0.026843762962589425,0.18896484375,0.3
naive,512,8,366,4.141260623931885,4.469094352101029,-0.3278337281691446,0.3278337281691446,0.07335574108320672,0.10747495332528058,0.20703125,0.3
prox,512,8,366,4.537830352783203,4.469094352101029,0.06873600068217378,0.06873600068217378,0.015380297498051103,0.004724637789779795,0.20703125,0.3
ipw,512,8,366,4.114752292633057,4.469094352101029,-0.3543420594679727,0.3543420594679727,0.07928721829320698,0.12555829510800431,0.20703125,0.3
impute,512,8,366,-2.7390053272247314,4.469094352101029,-7.208099679325761,7.208099679325761,1.6128770420649228,51.956700987096134,0.20703125,0.3
scope,512,8,366,4.484372809622924,4.469094352101029,0.015278457521894495,0.015278457521894495,0.003418692092439651,0.00023343126424833449,0.20703125,0.3
naive,512,8,367,4.037511348724365,4.486619134197771,-0.449107785473406,0.449107785473406,0.10009937818216626,0.20169780297282688,0.2236328125,0.3
prox,512,8,367,4.494300365447998,4.486619134197771,0.007681231250226794,0.007681231250226794,0.0017120310462011691,5.9001313519460684e-05,0.2236328125,0.3
ipw,512,8,367,4.030059337615967,4.486619134197771,-0.45655979658180446,0.45655979658180446,0.10176031950245751,0.20844684785481865,0.2236328125,0.3
impute,512,8,367,-15.10909652709961,4.486619134197771,-19.59571566129738,19.59571566129738,4.367590623401821,383.9920722784154,0.2236328125,0.3
scope,512,8,367,5.095456549394171,4.486619134197771,0.6088374151963993,0.6088374151963993,0.13570071293900063,0.37068299814303274,0.2236328125,0.3
naive,512,8,368,4.413136959075928,4.491668353045473,-0.0785313939695449,0.0785313939695449,0.017483791722133376,0.0061671798387998725,0.1923828125,0.3
prox,512,8,368,4.8023576736450195,4.491668353045473,0.3106893205995469,0.3106893205995469,0.06917013817124124,0.09652785393460804,0.1923828125,0.3
ipw,512,8,368,4.564509868621826,4.491668353045473,0.07284151557635354,0.07284151557635354,0.01621702891910197,0.005305886391460156,0.1923828125,0.3
impute,512,8,368,-6.020392894744873,4.491668353045473,-10.512061247790346,10.512061247790346,2.3403467089601313,110.50343167729552,0.1923828125,0.3
scope,512,8,368,4.734040054546294,4.491668353045473,0.24237170150082132,0.24237170150082132,0.05396028434211683,0.058744041688403234,0.1923828125,0.3
naive,512,8,369,4.227258682250977,4.487724181579294,-0.2604654993283173,0.2604654993283173,0.058039551627848886,0.06784227634034966,0.193115234375,0.3
prox,512,8,369,4.678447723388672,4.487724181579294,0.190723541809378,0.190723541809378,0.042498944697233976,0.03637546940031356,0.193115234375,0.3
ipw,512,8,369,4.269874095916748,4.487724181579294,-0.21785008566254582,0.21785008566254582,0.048543555006511405,0.04745865982317855,0.193115234375,0.3
impute,512,8,369,-2.1347217559814453,4.487724181579294,-6.622445937560739,6.622445937560739,1.4756802489653467,43.85679019591474,0.193115234375,0.3
scope,512,8,369,5.063013477487059,4.487724181579294,0.5752892959077656,0.5752892959077656,0.1281917677269803,0.33095777398605264,0.193115234375,0.3
naive,512,8,370,4.316762447357178,4.473291046353771,-0.15652859899659344,0.15652859899659344,0.03499182087071701,0.02450120230383635,0.1953125,0.3
prox,512,8,370,4.713084697723389,4.473291046353771,0.2397936513696175,0.2397936513696175,0.05360564490098983,0.05750099523717366,0.1953125,0.3
ipw,512,8,370,4.0990400314331055,4.473291046353771,-0.3742510149206657,0.3742510149206657,0.08366346187684832,0.14006382216914834,0.1953125,0.3
impute,512,8,370,-0.964202880859375,4.473291046353771,-5.437493927213146,5.437493927213146,1.2155466458292061,29.566340208479843,0.1953125,0.3
scope,512,8,370,4.762200802192703,4.473291046353771,0.2889097558389322,0.2889097558389322,0.06458550379243169,0.08346884701891141,0.1953125,0.3
naive,512,16,321,7.224182605743408,9.041540541111909,-1.8173579353685003,1.8173579353685003,0.20100091650366098,3.3027898652468584,0.1898193359375,0.3
prox,512,16,321,8.807744026184082,9.041540541111909,-0.2337965149278265,0.2337965149278265,0.025858039773725854,0.054660810392397396,0.1898193359375,0.3
ipw,512,16,321,7.370312213897705,9.041540541111909,-1.6712283272142034,1.6712283272142034,0.18483889107338775,2.7930041216831847,0.1898193359375,0.3
impute,512,16,321,25.976469039916992,9.041540541111909,16.934928498805085,16.934928498805085,1.8730136110988964,286.7918032596407,0.1898193359375,0.3
scope,512,16,321,7.6484427956837395,9.041540541111909,-1.393097745428169,1.393097745428169,0.1540774759670379,1.9407213283170475,0.1898193359375,0.3
naive,512,16,322,7.586687088012695,9.094584398361045,-1.5078973103483495,1.5078973103483495,0.16580167320456018,2.2737542985557866,0.1907958984375,0.3
prox,512,16,322,9.072619438171387,9.094584398361045,-0.0219649601896581,0.0219649601896581,0.002415169207030115,0.0004824594761332652,0.1907958984375,0.3
ipw,512,16,322,6.639001369476318,9.094584398361045,-2.4555830288847265,2.4555830288847265,0.27000497453487293,6.029888011746688,0.1907958984375,0.3
impute,512,16,322,15.668302536010742,9.094584398361045,6.573718137649697,6.573718137649697,0.7228167720159221,43.213770153264605,0.1907958984375,0.3
scope,512,16,322,6.731073861795614,9.094584398361045,-2.363510536565431,2.363510536565431,0.2598810933011259,5.586182056455812,0.1907958984375,0.3
naive,512,16,323,6.894891738891602,9.050984576932093,-2.1560928380404913,2.1560928380404913,0.2382163862631746,4.648736326249501,0.1895751953125,0.3
prox,512,16,323,8.419482231140137,9.050984576932093,-0.6315023457919562,0.6315023457919562,0.0697716740564825,0.3987952127407434,0.1895751953125,0.3
ipw,512,16,323,6.73342752456665,9.050984576932093,-2.3175570523654425,2.3175570523654425,0.25605579510897786,5.371070690968798,0.1895751953125,0.3
impute,512,16,323,-8.846076011657715,9.050984576932093,-17.89706058858981,17.89706058858981,1.9773606325883464,320.3047777116546,0.1895751953125,0.3
scope,512,16,323,8.525711592619235,9.050984576932093,-0.5252729843128581,0.5252729843128581,0.05803489994354888,0.27591170804893606,0.1895751953125,0.3
naive,512,16,324,7.10781717300415,9.080036849146053,-1.9722196761419024,1.9722196761419024,0.21720392867429641,3.8896504509612706,0.1759033203125,0.3
prox,512,16,324,8.751252174377441,9.080036849146053,-0.3287846747686114,0.3287846747686114,0.03620961899505204,0.10809936236270157,0.1759033203125,0.3
ipw,512,16,324,7.629251956939697,9.080036849146053,-1.4507848922063555,1.4507848922063555,0.15977742340801152,2.1047768034542065,0.1759033203125,0.3
impute,512,16,324,-63.17345428466797,9.080036849146053,-72.25349113381402,72.25349113381402,7.957400650924585,5220.566981024142,0.1759033203125,0.3
scope,512,16,324,8.59433595569265,9.080036849146053,-0.4857008934534033,0.4857008934534033,0.05349107074373623,0.23590535790143422,0.1759033203125,0.3
naive,512,16,325,8.076559066772461,9.06282113189691,-0.9862620651244498,0.9862620651244498,0.1088250612883958,0.9727128611035445,0.185302734375,0.3
prox,512,16,325,9.356830596923828,9.06282113189691,0.2940094650269174,0.2940094650269174,0.03244127416264909,0.08644156552541415,0.185302734375,0.3
ipw,512,16,325,7.9857892990112305,9.06282113189691,-1.0770318328856803,1.0770318328856803,0.11884068075613119,1.159997569049088,0.185302734375,0.3
impute,512,16,325,-368.79779052734375,9.06282113189691,-377.86061165924065,377.86061165924065,41.69348662629424,142778.64184349545,0.185302734375,0.3
scope,512,16,325,8.818708724110305,9.06282113189691,-0.2441124077866057,0.2441124077866057,0.02693558707977185,0.05959086763537407,0.185302734375,0.3
naive,512,16,326,6.920022964477539,9.002726308023846,-2.0827033435463065,2.0827033435463065,0.23134140395782762,4.337653217218964,0.1998291015625,0.3
prox,512,16,326,8.763395309448242,9.002726308023846,-0.23933099857560336,0.23933099857560336,0.026584280182137182,0.05727932687919546,0.1998291015625,0.3
ipw,512,16,326,6.114894866943359,9.002726308023846,-2.887831441080486,2.887831441080486,0.3207729905669412,8.339570432092998,0.1998291015625,0.3
impute,512,16,326,-181.77279663085938,9.002726308023846,-190.77552293888323,190.77552293888323,21.190861124907354,36395.30015260436,0.1998291015625,0.3
scope,512,16,326,8.663125119342624,9.002726308023846,-0.3396011886812218,0.3396011886812218,0.03772203853165524,0.11532896735369881,0.1998291015625,0.3
naive,512,16,327,8.308837890625,8.928135614384962,-0.6192977237599617,0.6192977237599617,0.06936473083609446,0.38352967065426985,0.1864013671875,0.3
prox,512,16,327,9.712727546691895,8.928135614384962,0.7845919323069328,0.7845919323069328,0.08787858587663058,0.6155845002411267,0.1864013671875,0.3
ipw,512,16,327,8.35507869720459,8.928135614384962,-0.5730569171803719,0.5730569171803719,0.06418550769514139,0.3283942303282716,0.1864013671875,0.3
impute,512,16,327,-147.60838317871094,8.928135614384962,-156.5365187930959,156.5365187930959,17.532945908761192,24503.681715861265,0.1864013671875,0.3
scope,512,16,327,9.235664181665985,8.928135614384962,0.3075285672810235,0.3075285672810235,0.034444880831058976,0.09457381969391901,0.1864013671875,0.3
naive,512,16,328,7.543776988983154,9.049607228675402,-1.5058302396922478,1.5058302396922478,0.1663973034012723,2.2675247107716126,0.1903076171875,0.3
prox,512,16,328,9.071977615356445,9.049607228675402,0.022370386681043186,0.022370386681043186,0.002471973215606348,0.0005004342002593944,0.1903076171875,0.3
ipw,512,16,328,7.715587615966797,9.049607228675402,-1.3340196127086053,1.3340196127086053,0.14741187976440684,1.779608327091217,0.1903076171875,0.3
impute,512,16,328,1397.3533935546875,9.049607228675402,1388.3037863260122,1388.3037863260122,153.41039132912945,1927387.4031271418,0.1903076171875,0.3
scope,512,16,328,7.751765571336554,9.049607228675402,-1.2978416573388483,1.2978416573388483,0.14341414213275358,1.6843929675240485,0.1903076171875,0.3
naive,512,16,329,7.716418743133545,8.984527872994441,-1.2681091298608962,1.2681091298608962,0.14114365805158885,1.6081007652365593,0.1839599609375,0.3
prox,512,16,329,9.101675033569336,8.984527872994441,0.11714716057489483,0.11714716057489483,0.01303876644726252,0.013723457230760194,0.1839599609375,0.3
ipw,512,16,329,7.798283100128174,8.984527872994441,-1.1862447728662673,1.1862447728662673,0.13203195422564873,1.407176661152542,0.1839599609375,0.3
impute,512,16,329,789.3245849609375,8.984527872994441,780.340057087943,780.340057087943,86.85376328270709,608930.6046960142,0.1839599609375,0.3
scope,512,16,329,8.816438094844354,8.984527872994441,-0.16808977815008674,0.16808977815008674,0.018708804794888387,0.028254173518545377,0.1839599609375,0.3
naive,512,16,330,7.077279567718506,9.041478008315758,-1.9641984405972526,1.9641984405972526,0.21724307008109867,3.8580755140446787,0.1842041015625,0.3
prox,512,16,330,8.387893676757812,9.041478008315758,-0.6535843315579459,0.6535843315579459,0.0722873329954264,0.427172478458047,0.1842041015625,0.3
ipw,512,16,330,6.719901084899902,9.041478008315758,-2.321576923415856,2.321576923415856,0.25676962563870886,5.3897194113370315,0.1842041015625,0.3
impute,512,16,330,-85.6309585571289,9.041478008315758,-94.67243656544467,94.67243656544467,10.470902708425676,8962.870245238146,0.1842041015625,0.3
scope,512,16,330,8.793236890086888,9.041478008315758,-0.2482411182288704,0.2482411182288704,0.02745581176004128,0.06162365277952001,0.1842041015625,0.3
naive,512,16,331,7.35664176940918,9.058501586177657,-1.7018598167684775,1.7018598167684775,0.18787431901158363,2.896326835931236,0.18798828125,0.3
prox,512,16,331,8.695516586303711,9.058501586177657,-0.3629849998739463,0.3629849998739463,0.0400711968111618,0.1317581101334888,0.18798828125,0.3
ipw,512,16,331,6.758111000061035,9.058501586177657,-2.300390586116622,2.300390586116622,0.25394824565983204,5.291796848693976,0.18798828125,0.3
impute,512,16,331,-352.7249450683594,9.058501586177657,-361.78344665453704,361.78344665453704,39.93855310535921,130887.26227323625,0.18798828125,0.3
scope,512,16,331,6.755615904751056,9.058501586177657,-2.302885681426601,2.302885681426601,0.25422368804798445,5.303282461719661,0.18798828125,0.3
naive,512,16,332,7.613738536834717,9.020758483188526,-1.4070199463538096,1.4070199463538096,0.15597579172261317,1.9797051294374772,0.189208984375,0.3
prox,512,16,332,8.999003410339355,9.020758483188526,-0.021755072849170887,0.021755072849170887,0.0024116678092772994,0.00047328319467273227,0.189208984375,0.3
ipw,512,16,332,8.495006561279297,9.020758483188526,-0.5257519219092295,0.5257519219092295,0.05828245184582243,0.27641508339124854,0.189208984375,0.3
impute,512,16,332,-4.986002445220947,9.020758483188526,-14.006760928409474,14.006760928409474,1.5527254115619076,196.1893517056182,0.189208984375,0.3
scope,512,16,332,9.942566283275298,9.020758483188526,0.9218078000867713,0.9218078000867713,0.10218739386545954,0.849729620300813,0.189208984375,0.3
naive,512,16,333,7.7514119148254395,9.03296558614225,-1.2815536713168107,1.2815536713168107,0.14187518585068912,1.6423798124655962,0.1866455078125,0.3
prox,512,16,333,9.192543029785156,9.03296558614225,0.15957744364290605,0.15957744364290605,0.017666118853338564,0.025464960519604854,0.1866455078125,0.3
ipw,512,16,333,8.302860260009766,9.03296558614225,-0.7301053261324846,0.7301053261324846,0.08082675829658441,0.5330537872470217,0.1866455078125,0.3
impute,512,16,333,1319.9498291015625,9.03296558614225,1310.9168635154203,1310.9168635154203,145.1258560673073,1718503.0230491073,0.1866455078125,0.3
scope,512,16,333,7.563563775300839,9.03296558614225,-1.4694018108414113,1.4694018108414113,0.162671029445265,2.1591416817040185,0.1866455078125,0.3
naive,512,16,334,7.389276027679443,9.017756003224413,-1.6284799755449697,1.6284799755449697,0.18058594343899814,2.651947030750945,0.1947021484375,0.3
prox,512,16,334,8.52425765991211,9.017756003224413,-0.4934983433123037,0.4934983433123037,0.05472518253275505,0.24354061485198836,0.1947021484375,0.3
ipw,512,16,334,7.186171531677246,9.017756003224413,-1.831584471547167,1.831584471547167,0.2031086748069321,3.354701676412715,0.1947021484375,0.3
impute,512,16,334,-496.8222961425781,9.017756003224413,-505.84005214580253,505.84005214580253,56.093783416288154,255874.1583548682,0.1947021484375,0.3
scope,512,16,334,7.886283744934309,9.017756003224413,-1.1314722582901044,1.1314722582901044,0.12547159824301435,1.2802294712801088,0.1947021484375,0.3
naive,512,16,335,7.331879615783691,8.986450395740714,-1.654570779957023,1.654570779957023,0.18411839014225637,2.7376044658875918,0.19775390625,0.3
prox,512,16,335,8.828035354614258,8.986450395740714,-0.15841504112645666,0.15841504112645666,0.01762821071171107,0.025095325255096956,0.19775390625,0.3
ipw,512,16,335,7.320826530456543,8.986450395740714,-1.6656238652841715,1.6656238652841715,0.18534836247175226,2.774302860604184,0.19775390625,0.3
impute,512,16,335,-3.6178760528564453,8.986450395740714,-12.60432644859716,12.60432644859716,1.4025923355200627,158.86904522280588,0.19775390625,0.3
scope,512,16,335,4.982291403053959,8.986450395740714,-4.004158992686755,4.004158992686755,0.4455773766452432,16.03328923871421,0.19775390625,0.3
naive,512,16,336,7.798671245574951,8.954185760205085,-1.1555145146301342,1.1555145146301342,0.12904741375430975,1.3352137935209147,0.1798095703125,0.3
prox,512,16,336,9.276427268981934,8.954185760205085,0.3222415087768482,0.3222415087768482,0.035987806977266425,0.10383958997877954,0.1798095703125,0.3
ipw,512,16,336,8.117039680480957,8.954185760205085,-0.8371460797241284,0.8371460797241284,0.0934921501678735,0.7008135587974766,0.1798095703125,0.3
impute,512,16,336,-608.90625,8.954185760205085,-617.8604357602051,617.8604357602051,69.00241432405281,381751.5180777905,0.1798095703125,0.3
scope,512,16,336,10.870980174384004,8.954185760205085,1.9167944141789182,1.9167944141789182,0.2140668582840542,3.674100826227502,0.1798095703125,0.3
naive,512,16,337,7.6610426902771,9.089407722226566,-1.4283650319494665,1.4283650319494665,0.15714610628112194,2.0402266644960005,0.1898193359375,0.3
prox,512,16,337,9.002493858337402,9.089407722226566,-0.08691386388916378,0.08691386388916378,0.009562104214626773,0.007554019736144087,0.1898193359375,0.3
ipw,512,16,337,7.054199695587158,9.089407722226566,-2.035208026639408,2.035208026639408,0.22390986176829328,4.142071711697473,0.1898193359375,0.3
impute,512,16,337,1870.7967529296875,9.089407722226566,1861.707345207461,1861.707345207461,204.8216343794304,3465954.2391994125,0.1898193359375,0.3
scope,512,16,337,8.515628873167477,9.089407722226566,-0.5737788490590887,0.5737788490590887,0.06312609870674107,0.3292221676275725,0.1898193359375,0.3
naive,512,16,338,7.072756767272949,8.996557848795154,-1.923801081522205,1.923801081522205,0.21383746026596676,3.701010601266006,0.1981201171875,0.3
prox,512,16,338,8.70916748046875,8.996557848795154,-0.2873903683264043,0.2873903683264043,0.03194448067322687,0.08259322380678633,0.1981201171875,0.3
ipw,512,16,338,4.504660606384277,8.996557848795154,-4.491897242410877,4.491897242410877,0.4992906529259349,20.17714083637844,0.1981201171875,0.3
impute,512,16,338,-44.778343200683594,8.996557848795154,-53.77490104947875,53.77490104947875,5.9772750815669395,2891.739982881231,0.1981201171875,0.3
scope,512,16,338,9.69103142172461,8.996557848795154,0.6944735729294553,0.6944735729294553,0.07719325375342985,0.4822935434974035,0.1981201171875,0.3
naive,512,16,339,7.684183597564697,9.052011938849194,-1.367828341284497,1.367828341284497,0.1511076598799087,1.8709543712210983,0.1881103515625,0.3
prox,512,16,339,9.221760749816895,9.052011938849194,0.16974881096770034,0.16974881096770034,0.018752605731680128,0.02881465882494806,0.1881103515625,0.3
ipw,512,16,339,7.56377649307251,9.052011938849194,-1.4882354457766844,1.4882354457766844,0.16440935516109004,2.2148447420661266,0.1881103515625,0.3
impute,512,16,339,213.27406311035156,9.052011938849194,204.22205117150236,204.22205117150236,22.560956895673918,41706.646184695725,0.1881103515625,0.3
scope,512,16,339,6.74532381358692,9.052011938849194,-2.3066881252622746,2.3066881252622746,0.25482601446452907,5.320810107225987,0.1881103515625,0.3
naive,512,16,340,6.9288763999938965,8.9781160721527,-2.0492396721588033,2.0492396721588033,0.22824829348273878,4.199383233949519,0.181640625,0.3
prox,512,16,340,8.689916610717773,8.9781160721527,-0.28819946143492636,0.28819946143492636,0.03210021558184469,0.08305892957138161,0.181640625,0.3
ipw,512,16,340,7.61579704284668,8.9781160721527,-1.3623190293060201,1.3623190293060201,0.1517377385587057,1.855913137609297,0.181640625,0.3
impute,512,16,340,-92.67655181884766,8.9781160721527,-101.65466789100036,101.65466789100036,11.322494282102372,10333.671504029579,0.181640625,0.3
scope,512,16,340,9.040484047703217,8.9781160721527,0.062367975550516874,0.062367975550516874,0.00694666621029358,0.0038897643742698707,0.181640625,0.3
naive,512,16,341,7.9683837890625,9.058725240371917,-1.090341451309417,1.090341451309417,0.12036367395824135,1.1888444804435256,0.18701171875,0.3
prox,512,16,341,9.20911693572998,9.058725240371917,0.15039169535806352,0.15039169535806352,0.016601860788073644,0.022617662032672584,0.18701171875,0.3
ipw,512,16,341,8.465704917907715,9.058725240371917,-0.5930203224642021,0.5930203224642021,0.06546399264007868,0.35167310285554626,0.18701171875,0.3
impute,512,16,341,-20.54319953918457,9.058725240371917,-29.601924779556487,29.601924779556487,3.267780398905348,876.2739506545204,0.18701171875,0.3
scope,512,16,341,8.562201160275446,9.058725240371917,-0.49652408009647075,0.49652408009647075,0.0548116944626621,0.2465361621156465,0.18701171875,0.3
naive,512,16,342,7.489802360534668,9.050530340552562,-1.5607279800178944,1.5607279800178944,0.1724460248505843,2.435871827610737,0.1982421875,0.3
prox,512,16,342,8.864147186279297,9.050530340552562,-0.18638315427326546,0.18638315427326546,0.02059361686664278,0.034738680196851876,0.1982421875,0.3
ipw,512,16,342,7.975533485412598,9.050530340552562,-1.0749968551399647,1.0749968551399647,0.11877722240466329,1.1556182385608142,0.1982421875,0.3
impute,512,16,342,-23.264616012573242,9.050530340552562,-32.315146353125805,32.315146353125805,3.570525166722204,1044.26868382394,0.1982421875,0.3
scope,512,16,342,10.906646668225614,9.050530340552562,1.8561163276730515,1.8561163276730515,0.2050837086702402,3.4451678218544943,0.1982421875,0.3
naive,512,16,343,7.7913103103637695,8.975579588133503,-1.184269277769733,1.184269277769733,0.1319434880100044,1.402493722269245,0.1927490234375,0.3
prox,512,16,343,9.257543563842773,8.975579588133503,0.2819639757092709,0.2819639757092709,0.03141457027265981,0.0795036835977783,0.1927490234375,0.3
ipw,512,16,343,10.093568801879883,8.975579588133503,1.1179892137463803,1.1179892137463803,0.12455899953518983,1.2498998820532496,0.1927490234375,0.3
impute,512,16,343,-1.7545857429504395,8.975579588133503,-10.730165331083942,10.730165331083942,1.19548439470919,115.13644803239576,0.1927490234375,0.3
scope,512,16,343,8.40655185391553,8.975579588133503,-0.5690277342179719,0.5690277342179719,0.0633973247778089,0.3237925623092389,0.1927490234375,0.3
naive,512,16,344,7.5406999588012695,9.026424470114934,-1.4857245113136646,1.4857245113136646,0.1645972351768592,2.2073773235182275,0.1907958984375,0.3
prox,512,16,344,9.027567863464355,9.026424470114934,0.0011433933494213733,0.0011433933494213733,0.00012667179049766252,1.3073483515010267e-06,0.1907958984375,0.3
ipw,512,16,344,6.428025245666504,9.026424470114934,-2.59839922444843,2.59839922444843,0.28786583580811204,6.751678529614203,0.1907958984375,0.3
impute,512,16,344,-52.77149200439453,9.026424470114934,-61.797916474509464,61.797916474509464,6.846333969681196,3818.982480590448,0.1907958984375,0.3
scope,512,16,344,8.754210159774248,9.026424470114934,-0.27221431034068644,0.27221431034068644,0.030157490514870537,0.07410063075425555,0.1907958984375,0.3
naive,512,16,345,7.643329620361328,8.960849587562565,-1.3175199672012372,1.3175199672012372,0.14703069773985739,1.7358588639739492,0.1905517578125,0.3
prox,512,16,345,9.209633827209473,8.960849587562565,0.24878423964690732,0.24878423964690732,0.027763465641942434,0.061893597896689814,0.1905517578125,0.3
ipw,512,16,345,7.895788192749023,8.960849587562565,-1.065061394813542,1.065061394813542,0.1188571891990934,1.1343557747221673,0.1905517578125,0.3
impute,512,16,345,4.03120231628418,8.960849587562565,-4.929647271278386,4.929647271278386,0.5501316837323788,24.301422219222435,0.1905517578125,0.3
scope,512,16,345,8.259131358406313,8.960849587562565,-0.7017182291562527,0.7017182291562527,0.07830934135198743,0.4924084731301872,0.1905517578125,0.3
naive,512,16,346,7.818088531494141,8.98083774739554,-1.1627492159013997,1.1627492159013997,0.12947001700800118,1.3519857390793197,0.1859130859375,0.3
prox,512,16,346,9.338383674621582,8.98083774739554,0.3575459272260417,0.3575459272260417,0.039812090729479076,0.12783909007592992,0.1859130859375,0.3
ipw,512,16,346,8.1188325881958,8.98083774739554,-0.8620051591997395,0.8620051591997395,0.09598271157384206,0.7430528944869683,0.1859130859375,0.3
impute,512,16,346,759.5712280273438,8.98083774739554,750.5903902799482,750.5903902799482,83.57687906093402,563385.933980605,0.1859130859375,0.3
scope,512,16,346,9.839144703029813,8.98083774739554,0.8583069556342728,0.8583069556342728,0.09557092331204664,0.7366908300901736,0.1859130859375,0.3
naive,512,16,347,7.6052327156066895,9.101334214420227,-1.4961014988135375,1.4961014988135375,0.16438265682443595,2.2383196947521133,0.1888427734375,0.3
prox,512,16,347,9.025596618652344,9.101334214420227,-0.07573759576788319,0.07573759576788319,0.008321592635053873,0.005736183412699278,0.1888427734375,0.3
ipw,512,16,347,7.952520370483398,9.101334214420227,-1.1488138439368285,1.1488138439368285,0.12622477285985595,1.3197732480209117,0.1888427734375,0.3
